"title_english","type","source","year","rating","score","members","favorites","studios","genres"
"Little Witch Academia: The Enchanted Parade","Movie","Original",2015,"G - All Ages",7.74,174655,328,"Trigger","Adventure, Comedy, Fantasy"
"Diabolik Lovers II: More,Blood","TV","Visual novel",2015,"R - 17+ (violence & profanity)",5.52,166394,589,"Zexcs","Drama, Supernatural"
"Heavy Object","TV","Light novel",2015,"PG-13 - Teens 13 or older",7.24,158736,457,"J.C.Staff, SANZIGEN","Action, Sci-Fi"
"Pokémon the Series: XYZ","TV","Game",2015,"PG - Children",7.78,153315,1178,"OLM","Action, Adventure, Comedy, Fantasy"
"Valkyrie Drive: Mermaid","TV","Original",2015,"R+ - Mild Nudity",6.05,148345,521,"Arms","Action, Fantasy, Girls Love, Erotica"
"Is the Order a Rabbit??","TV","4-koma manga",2015,"PG-13 - Teens 13 or older",7.77,136774,866,"Kinema Citrus, White Fox","Slice of Life"
"Dance with Devils","TV","Mixed media",2015,"R - 17+ (violence & profanity)",6.19,132822,550,"Brain's Base","Romance, Supernatural"
"Yuru Yuri San☆Hai!","TV","Manga",2015,"PG-13 - Teens 13 or older",7.91,128774,678,"TYO Animations","Comedy, Girls Love"
"Digimon Adventure tri. Reunion","Movie","Original",2015,"PG-13 - Teens 13 or older",7.43,116947,244,"Toei Animation","Action, Adventure, Comedy, Drama"
"Utawarerumono: The False Faces","TV","Visual novel",2015,"PG-13 - Teens 13 or older",7.26,115449,416,"White Fox","Action, Drama, Fantasy"
"Girls und Panzer der Film","Movie","Original",2015,"PG-13 - Teens 13 or older",8.18,111812,1435,"Actas","Action, Award Winning"
"Comet Lucifer","TV","Original",2015,"PG-13 - Teens 13 or older",5.83,108512,93,"8bit","Action, Adventure, Fantasy"
"Aria the Scarlet Ammo AA","TV","Manga",2015,"PG-13 - Teens 13 or older",6.19,105392,78,"Doga Kobo","Action, Comedy"
"Free! Starting Days","Movie","Light novel",2015,"PG-13 - Teens 13 or older",7.85,96219,289,"Kyoto Animation","Drama, Sports"
"Concrete Revolutio","TV","Original",2015,"PG-13 - Teens 13 or older",6.64,93124,214,"Bones","Action, Fantasy, Mystery, Sci-Fi"
"The Empire of Corpses","Movie","Novel",2015,"R - 17+ (violence & profanity)",6.84,86927,278,"Wit Studio","Sci-Fi"
"Young Black Jack","TV","Manga",2015,"PG-13 - Teens 13 or older",7.21,86399,159,"Tezuka Productions","Drama"
"Komori-san Can't Decline!","TV","4-koma manga",2015,"PG-13 - Teens 13 or older",6.26,80363,82,"Artland","Comedy"
"Lupin the Third Part 4","TV","Manga",2015,"PG-13 - Teens 13 or older",7.89,74190,464,"Telecom Animation Film","Action, Adventure, Comedy, Mystery"
"Harmony","Movie","Novel",2015,"R+ - Mild Nudity",6.88,62410,275,"Studio 4°C","Sci-Fi"
"Hackadoll The Animation","TV","Other",2015,"PG-13 - Teens 13 or older",6.36,53394,67,"Creators in Pack","Comedy, Sci-Fi"
"Lance N' Masques","TV","Light novel",2015,"PG-13 - Teens 13 or older",5.48,51109,22,"Studio Gokumi","Fantasy"
"Ajin: Demi-Human Movie 1: Compel","Movie","Manga",2015,"R - 17+ (violence & profanity)",7.42,47266,49,"Polygon Pictures","Action, Horror, Mystery, Supernatural"
"Starmyu","TV","Original",2015,"PG-13 - Teens 13 or older",6.86,46381,253,"C-Station","Slice of Life"
"Kowabon","TV","Original",2015,"PG-13 - Teens 13 or older",5.22,34859,23,"ILCA","Horror"
"Anime de Training! Ex","TV","Original",2015,"PG-13 - Teens 13 or older",5.39,34102,32,"Rising Force","Sports"
"Kagewani","TV","Original",2015,"R - 17+ (violence & profanity)",6.38,33719,32,"Tomovies","Horror, Mystery, Supernatural"
"Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza","Movie","Manga",2015,"PG-13 - Teens 13 or older",7.8,32369,127,"SANZIGEN","Action, Sci-Fi"
"Garo: Crimson Moon","TV","Original",2015,"PG-13 - Teens 13 or older",5.88,31938,23,"MAPPA","Action, Fantasy"
"Hakone-chan","TV","Web manga",2015,"PG-13 - Teens 13 or older",5.84,30566,9,"Production Reed, Asahi Production","Comedy, Supernatural"
"Puella Magi Madoka Magica Concept Movie","Movie","Original",2015,"PG-13 - Teens 13 or older",7.15,30325,57,"Shaft","Drama, Suspense"
"Teekyu 6","TV","Manga",2015,"PG-13 - Teens 13 or older",6.56,18681,13,"Millepensee","Comedy"
"Miss Monochrome The Animation 3","TV","Original",2015,"G - All Ages",6.51,15964,6,"SANZIGEN, LIDENFILMS","Comedy"
"Soukyuu no Fafner: Dead Aggressor - Exodus Part 2","TV","Original",2015,"PG-13 - Teens 13 or older",7.61,15957,89,"I.Gzwei","Action, Drama, Sci-Fi"
"Tantei Team KZ Jiken Note","TV","Novel",2015,"PG - Children",6.19,14701,16,"Signal.MD","Mystery"
"Fushigi na Somera-chan","TV","4-koma manga",2015,"PG-13 - Teens 13 or older",5.87,14047,14,"Seven","Comedy"
"Kindaichi Shounen no Jikenbo Returns 2nd Season","TV","Manga",2015,"R - 17+ (violence & profanity)",7.66,12573,31,"Toei Animation","Mystery"
"JK-MESHI!","TV","Original",2015,"PG-13 - Teens 13 or older",4.62,12379,7,"Kyotoma, Office Nobu","Comedy, Gourmet"
"Cardfight!! Vanguard G GIRS Crisis","TV","Card game",2015,"PG-13 - Teens 13 or older",6.69,12055,21,"TMS Entertainment","Action"
"Rainy Cocoa, Welcome to Rainy Color","TV","Web manga",2015,"PG-13 - Teens 13 or older",4.78,11022,3,"EMT Squared","Slice of Life"
"Tamayura: Sotsugyou Shashin Part 3 - Akogare","Movie","Original",2015,"G - All Ages",7.79,10958,12,"TYO Animations","Slice of Life"
"Wake Up, Girls! Beyond the Bottom","Movie","Original",2015,"PG-13 - Teens 13 or older",7.19,9532,17,"Ordet, Millepensee","Drama"
"Fw:Hamatora","Movie","Mixed media",2015,"G - All Ages",6.95,9502,6,"Lerche","Comedy, Mystery"
"Lovely Muuuuuuuco!","TV","Manga",2015,"PG - Children",6.75,7505,26,"DLE","Comedy, Slice of Life"
"Pigtails","Movie","Manga",2015,"G - All Ages",6.72,5661,6,"Production I.G","Avant Garde, Drama"
"Brave Beats","TV","Original",2015,"G - All Ages",6.47,5222,23,"Bandai Namco Pictures","Adventure"
"Mini Hama: Minimum Hamatora","TV","Mixed media",2015,"PG-13 - Teens 13 or older",6.22,5016,2,"Lerche","Comedy, Mystery"
"Shin Atashin'chi","TV","Manga",2015,"G - All Ages",7.33,4242,20,"Shin-Ei Animation","Comedy, Slice of Life"
"Kamisama Minarai: Himitsu no Cocotama","TV","Original",2015,"PG - Children",6.3,3984,16,"OLM","Fantasy, Slice of Life"
"DD Fist of the North Star 2: Strawberry Flavor Plus","TV","Manga",2015,"PG-13 - Teens 13 or older",5.9,3952,2,"Ajia-do","Comedy"
"Ketsuekigata-kun! 3","TV","Web manga",2015,"PG-13 - Teens 13 or older",6.29,3914,2,"feel., Zexcs, Assez Finaud Fabric","Comedy"
"The Laws of the Universe: Part 0","Movie","Original",2015,"G - All Ages",5.12,3303,4,"HS Pictures Studio","Sci-Fi"
"Mini Hama: Minimum Hamatora Movies","Movie","Mixed media",2015,"PG-13 - Teens 13 or older",6,3141,2,"Lerche","Comedy, Mystery"
"Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!","Movie","Game",2015,"G - All Ages",6.82,2820,9,"OLM","Comedy, Supernatural"
"Peeping Life TV: Season 1??","TV","Original",2015,"G - All Ages",5.69,2780,6,"Tatsunoko Production, CoMix Wave Films, FOREST Hunting One","Comedy, Slice of Life"
"Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix","Movie","Game",2015,"PG - Children",6.75,2064,1,"10Gauge","Slice of Life"
"Mobile Suit Gundam-san","Movie","4-koma manga",2015,"PG-13 - Teens 13 or older",5.68,1514,0,"Sunrise","Comedy"
"Kyoufu! Zombie Neko","TV","Original",2015,"G - All Ages",5.89,1389,0,"Kachidoki Studio","Comedy"
"What Happens Before War?","Movie","Picture book",2015,"PG - Children",6.34,1304,0,"Saigo no Shudan","Drama"
"Mini Van 2nd Season","TV","4-koma manga",2015,"PG-13 - Teens 13 or older",6.13,1237,0,"DLE","Comedy, Slice of Life"
"Chibi Maruko-chan Movie: Italia kara Kita Shounen","Movie","Manga",2015,"G - All Ages",6.71,1095,5,"Nippon Animation","Comedy, Slice of Life"
"Air Bound","Movie","Novel",2015,"PG - Children",5.58,875,2,"Shirogumi","Adventure"
"Infinity Nado 3","TV","Original",2015,"PG - Children",6.09,803,5,"Alpha Animation","Action"
"Bottom Biting Bug 4","TV","Music",2015,"G - All Ages",5.21,675,1,"Kinema Citrus","Comedy"
"Doushitemo Eto ni Hairitai","TV","Web manga",2015,"G - All Ages",6,633,2,"Pollyanna Graphics","Comedy"
"The Snack World","Movie","Mixed media",2015,"G - All Ages",5.99,447,0,"OLM, OLM Digital","Adventure, Comedy, Fantasy"
"Erased","TV","Manga",2016,"R - 17+ (violence & profanity)",8.3,2183782,49666,"A-1 Pictures","Mystery, Suspense"
"KonoSuba: God's Blessing on This Wonderful World!","TV","Light novel",2016,"PG-13 - Teens 13 or older",8.1,2053922,46440,"Studio Deen","Adventure, Comedy, Fantasy"
"Assassination Classroom Second Season","TV","Manga",2016,"PG-13 - Teens 13 or older",8.48,1496576,17745,"Lerche","Action, Comedy"
"Grimgar: Ashes and Illusions","TV","Light novel",2016,"R - 17+ (violence & profanity)",7.66,768003,6533,"A-1 Pictures","Action, Adventure, Drama, Fantasy"
"Ajin: Demi-Human","TV","Manga",2016,"R - 17+ (violence & profanity)",7.38,606149,3259,"Polygon Pictures","Action, Horror, Mystery, Supernatural"
"GATE Part 2","TV","Light novel",2016,"R - 17+ (violence & profanity)",7.71,578268,1914,"A-1 Pictures","Action, Adventure, Fantasy"
"Myriad Colors Phantom World","TV","Light novel",2016,"PG-13 - Teens 13 or older",6.85,566691,1366,"Kyoto Animation","Action, Comedy, Fantasy, Ecchi"
"Kizumonogatari Part 1: Iron-Blooded","Movie","Light novel",2016,"R - 17+ (violence & profanity)",8.36,554777,3790,"Shaft","Action, Mystery, Supernatural"
"Dagashi Kashi","TV","Manga",2016,"PG-13 - Teens 13 or older",6.6,473085,1028,"feel.","Comedy, Gourmet"
"Undefeated Bahamut Chronicle","TV","Light novel",2016,"PG-13 - Teens 13 or older",6.52,414733,1077,"Lerche","Action, Fantasy, Romance, Ecchi"
"Durarara!! x2 Ketsu","TV","Light novel",2016,"R - 17+ (violence & profanity)",8.05,390056,1081,"Shuka","Action, Mystery, Supernatural"
"Snow White with the Red Hair 2","TV","Manga",2016,"PG-13 - Teens 13 or older",7.97,374559,1771,"Bones","Drama, Romance"
"Dimension W","TV","Manga",2016,"R - 17+ (violence & profanity)",7.17,306090,839,"Orange, Studio 3Hz","Action, Sci-Fi"
"Showa Genroku Rakugo Shinju","TV","Manga",2016,"PG-13 - Teens 13 or older",8.55,300871,5888,"Studio Deen","Drama"
"Doukyusei: Classmates","Movie","Manga",2016,"PG-13 - Teens 13 or older",8.27,281772,6362,"A-1 Pictures","Boys Love"
"Rainbow Days","TV","Manga",2016,"PG-13 - Teens 13 or older",7.26,240035,733,"Production Reed","Comedy, Romance"
"Please tell me! Galko-chan","TV","Web manga",2016,"PG-13 - Teens 13 or older",7.01,184707,534,"feel.","Comedy"
"Prince of Stride: Alternative","TV","Mixed media",2016,"PG-13 - Teens 13 or older",6.9,178794,637,"Madhouse","Sports"
"Divine Gate","TV","Game",2016,"PG-13 - Teens 13 or older",5.52,171415,216,"Pierrot","Action, Fantasy, Sci-Fi"
"Aokana: Four Rhythm Across the Blue","TV","Visual novel",2016,"PG-13 - Teens 13 or older",6.64,152760,531,"Gonzo","Sci-Fi, Sports"
"She and Her Cat: Everything Flows","TV","Original",2016,"G - All Ages",7.67,140294,701,"LIDENFILMS Kyoto Studio","Slice of Life"
"Schwarzes Marken","TV","Light novel",2016,"R - 17+ (violence & profanity)",6.73,114977,312,"lxtl, LIDENFILMS","Action, Drama, Sci-Fi"
"Luck & Logic","TV","Card game",2016,"PG-13 - Teens 13 or older",6.05,112848,140,"Doga Kobo","Action, Fantasy"
"Reikenzan: Hoshikuzu-tachi no Utage","TV","Light novel",2016,"PG-13 - Teens 13 or older",7.03,97837,194,"Studio Deen","Comedy, Fantasy"
"Code Geass: Akito the Exiled - To Beloved Ones","Movie","Original",2016,"R+ - Mild Nudity",7.12,94421,110,"Sunrise","Action"
"Haruchika: Haruta & Chika","TV","Novel",2016,"PG-13 - Teens 13 or older",6.32,94400,140,"P.A. Works","Mystery, Romance"
"Norn9","TV","Visual novel",2016,"PG-13 - Teens 13 or older",6.54,91071,273,"Kinema Citrus, Orange","Adventure, Fantasy, Romance, Sci-Fi"
"Digimon Adventure tri. Determination","Movie","Original",2016,"PG-13 - Teens 13 or older",7.44,83708,86,"Toei Animation","Action, Adventure, Comedy, Drama"
"Persona 3 the Movie: #4 Winter of Rebirth","Movie","Game",2016,"R - 17+ (violence & profanity)",8.05,79804,789,"A-1 Pictures","Action, Supernatural"
"BBK/BRNK","TV","Original",2016,"PG-13 - Teens 13 or older",6.25,73633,94,"SANZIGEN","Action, Drama, Sci-Fi"
"Phantasy Star Online 2 The Animation","TV","Game",2016,"PG-13 - Teens 13 or older",6.3,72586,101,"Telecom Animation Film","Action, Sci-Fi"
"Ojisan and Marshmallow","TV","Web manga",2016,"PG-13 - Teens 13 or older",6.57,70060,90,"Creators in Pack","Comedy, Romance"
"Active Raid","TV","Original",2016,"PG-13 - Teens 13 or older",5.85,60226,53,"Production IMS","Action, Sci-Fi"
"Sekko Boys","TV","Original",2016,"PG-13 - Teens 13 or older",6.25,54397,83,"LIDENFILMS","Comedy"
"Landlord is in Puberty!","TV","4-koma manga",2016,"PG-13 - Teens 13 or older",6.52,53026,41,"Seven Arcs Pictures","Slice of Life"
"Pandora in the Crimson Shell","TV","Web manga",2016,"PG-13 - Teens 13 or older",6.5,48218,94,"Studio Gokumi, AXsiZ","Action, Comedy, Sci-Fi, Ecchi"
"Theatre of Darkness: Yamishibai 3","TV","Original",2016,"PG-13 - Teens 13 or older",6.33,39262,46,"ILCA","Avant Garde, Horror, Supernatural"
"Garakowa -Restore the World-","Movie","Original",2016,"PG-13 - Teens 13 or older",6.64,33148,86,"A-1 Pictures","Sci-Fi"
"This Boy is a Professional Wizard","TV","Original",2016,"PG-13 - Teens 13 or older",6.94,29723,67,"CoMix Wave Films","Boys Love, Fantasy"
"Mahou Shoujo Nante Mouiidesukara","TV","Web manga",2016,"PG-13 - Teens 13 or older",5.92,28580,22,"PINE JAM","Comedy"
"Selector Destructed WIXOSS Movie","Movie","Card game",2016,"R - 17+ (violence & profanity)",7.19,18910,31,"J.C.Staff","Suspense"
"Teekyu 7","TV","Manga",2016,"PG-13 - Teens 13 or older",6.62,17634,14,"Millepensee","Comedy"
"Witchy Pretty Cure!","TV","Original",2016,"G - All Ages",7.3,16019,134,"Toei Animation","Action"
"Sushi Police","TV","Original",2016,"PG-13 - Teens 13 or older",4.65,13971,16,"KOO-KI","Comedy, Gourmet, Mystery"
"Nurse Witch Komugi R","TV","Original",2016,"PG-13 - Teens 13 or older",5.97,13946,15,"Tatsunoko Production","Comedy, Fantasy"
"Tabimachi Lateshow","TV","Original",2016,"PG - Children",6.2,9804,6,"CoMix Wave Films","Drama, Slice of Life"
"Doraemon the Movie: Nobita and the Birth of Japan 2016","Movie","Manga",2016,"PG - Children",7.45,7217,4,"Shin-Ei Animation","Adventure, Comedy, Fantasy"
"Watashitachi, Luck Logic-bu!","TV","Card game",2016,"PG-13 - Teens 13 or older",5.46,5196,5,"Doga Kobo","Comedy"
"Tantei Opera Milky Holmes the Movie: Milky Holmes' Counterattack","Movie","Original",2016,"PG-13 - Teens 13 or older",7.15,5075,7,"J.C.Staff","Comedy, Mystery"
"Last Exile: Fam, the Silver Wing - Over the Wishes","Movie","Original",2016,"PG-13 - Teens 13 or older",6.37,5040,4,"Gonzo","Action, Adventure, Sci-Fi"
"Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou","Movie","Original",2016,"G - All Ages",7.09,4715,5,"Toei Animation","Action, Comedy"
"MATASABURO of the Wind","Movie","Novel",2016,"G - All Ages",6.09,4061,4,"Buemon","Fantasy, Supernatural"
"Ketsuekigata-kun! 4","TV","Web manga",2016,"PG-13 - Teens 13 or older",6.24,3690,2,"feel., Zexcs, Assez Finaud Fabric","Comedy"
"Rilu Rilu Fairilu: Yousei no Door","TV","Original",2016,"G - All Ages",6.67,3308,9,"Studio Deen","Fantasy, Slice of Life"
"PriPara Movie: Mi~nna no Akogare♪ Let's Go☆Prix Paris","Movie","Game",2016,"PG - Children",7.26,2639,7,"Tatsunoko Production","Slice of Life"
"Kacchikenee!","Movie","Original",2016,"PG-13 - Teens 13 or older",6.3,2422,4,"Tezuka Productions","Supernatural"
"Utopa","Movie","Original",2016,"PG - Children",5.7,2156,1,"Studio 4°C","Sci-Fi"
"Animated Journey Through Saga Prefecture","Movie","Original",2016,"G - All Ages",6.04,2154,2,"Seven Arcs, TMS Entertainment, Seven Arcs Pictures","Slice of Life"
"Sinbad: The Magic Lamp and the Moving Islands","Movie","Original",2016,"G - All Ages",6.18,1914,0,"Nippon Animation","Adventure"
"Colorful Ninja Iromaki","Movie","Original",2016,"PG - Children",5.92,1658,1,"Signal.MD","Fantasy"
"Garo: Guren no Tsuki - Yurugaro","TV","Original",2016,"G - All Ages",5.6,1326,1,"DLE","Comedy, Fantasy"
"Minna to Manner wo Manabou","Movie","Original",2016,"PG-13 - Teens 13 or older",5.73,1201,0,"Shaft","Comedy"
"The Guardian Brothers","Movie","Original",2016,"PG - Children",6.37,961,3,"Light Chaser Animation Studios","Comedy, Fantasy"
"Chieri and Cherry","Movie","Original",2016,"G - All Ages",6.5,733,0,"Comma Studio","Adventure, Fantasy"
"The Tayo Movie: Mission Ace","Movie","Original",2016,"G - All Ages",5.56,323,0,"Iconix Entertainment, Studio Gale","Action"
"My Hero Academia","TV","Manga",2016,"PG-13 - Teens 13 or older",7.84,3146695,53855,"Bones","Action"
"Re:ZERO -Starting Life in Another World-","TV","Light novel",2016,"R - 17+ (violence & profanity)",8.24,2315070,71107,"White Fox","Drama, Fantasy, Suspense"
"Bungo Stray Dogs","TV","Manga",2016,"R - 17+ (violence & profanity)",7.81,1466422,28178,"Bones","Action, Mystery"
"JoJo's Bizarre Adventure: Diamond Is Unbreakable","TV","Manga",2016,"R - 17+ (violence & profanity)",8.5,1184548,41168,"David Production","Action, Adventure"
"Kabaneri of the Iron Fortress","TV","Original",2016,"R - 17+ (violence & profanity)",7.28,848136,3806,"Wit Studio","Action, Fantasy, Horror, Suspense"
"Haven't You Heard? I'm Sakamoto","TV","Manga",2016,"PG-13 - Teens 13 or older",7.54,798893,2768,"Studio Deen","Comedy"
"Kiznaiver","TV","Original",2016,"PG-13 - Teens 13 or older",7.36,770294,5132,"Trigger","Drama, Romance, Sci-Fi"
"And you thought there is never a girl online?","TV","Light novel",2016,"PG-13 - Teens 13 or older",6.67,570143,1271,"Project No.9","Comedy, Romance, Ecchi"
"Twin Star Exorcists","TV","Manga",2016,"PG-13 - Teens 13 or older",7.29,533779,3083,"Pierrot","Action, Fantasy, Romance"
"Magi: Adventure of Sinbad","TV","Manga",2016,"PG-13 - Teens 13 or older",7.83,499115,1590,"Lay-duce","Action, Adventure, Fantasy"
"Tanaka-kun is Always Listless","TV","Web manga",2016,"PG-13 - Teens 13 or older",7.81,482267,4366,"SILVER LINK.","Slice of Life"
"The Asterisk War Season 2","TV","Light novel",2016,"PG-13 - Teens 13 or older",6.98,450545,783,"A-1 Pictures","Action, Comedy, Fantasy, Romance, Ecchi"
"Hundred","TV","Light novel",2016,"PG-13 - Teens 13 or older",6.3,385944,680,"Production IMS","Action, Romance, Sci-Fi, Ecchi"
"Flying Witch","TV","Manga",2016,"PG-13 - Teens 13 or older",7.5,277793,1370,"J.C.Staff","Fantasy, Slice of Life"
"I've Always Liked You","Movie","Music",2016,"PG-13 - Teens 13 or older",7.2,245360,683,"Qualia Animation","Romance"
"Big Order (TV)","TV","Manga",2016,"R+ - Mild Nudity",5.35,239312,257,"asread.","Action"
"The Lost Village","TV","Original",2016,"R - 17+ (violence & profanity)",5.49,221450,296,"Diomedéa","Drama, Horror, Mystery, Suspense"
"Joker Game","TV","Novel",2016,"R - 17+ (violence & profanity)",7.02,214843,615,"Production I.G","Drama, Mystery, Suspense"
"Space Patrol Luluco","TV","Original",2016,"PG-13 - Teens 13 or older",7.52,156569,1102,"Trigger","Action, Adventure, Comedy, Sci-Fi"
"Super Lovers","TV","Manga",2016,"PG-13 - Teens 13 or older",6.73,149895,1068,"Studio Deen","Boys Love, Comedy, Drama"
"Kuromukuro","TV","Original",2016,"R - 17+ (violence & profanity)",7.13,147961,436,"P.A. Works","Action, Sci-Fi"
"Ace Attorney","TV","Game",2016,"PG-13 - Teens 13 or older",6.53,143198,530,"A-1 Pictures","Comedy, Drama, Mystery"
"Ushio & Tora (2016)","TV","Manga",2016,"PG-13 - Teens 13 or older",7.88,136613,322,"MAPPA, Studio VOLN","Action, Adventure, Supernatural"
"Aggretsuko","TV","Other",2016,"PG-13 - Teens 13 or older",7.62,110891,680,"Fanworks","Comedy"
"High School Fleet","TV","Original",2016,"PG-13 - Teens 13 or older",7.3,108797,892,"Production IMS","Action"
"Cerberus","TV","Game",2016,"R - 17+ (violence & profanity)",5.58,105309,109,"Bridge","Adventure, Fantasy"
"Terra Formars: Revenge","TV","Manga",2016,"R - 17+ (violence & profanity)",6.63,95731,103,"TYO Animations, LIDENFILMS","Action, Horror, Sci-Fi, Suspense"
"Shonen Maid","TV","Manga",2016,"PG-13 - Teens 13 or older",7.27,87879,399,"8bit","Slice of Life"
"Honobono Log","TV","Picture book",2016,"G - All Ages",7.33,84040,347,"Fanworks","Romance, Slice of Life"
"Yu☆Gi☆Oh! The Dark Side of Dimensions","Movie","Manga",2016,"PG-13 - Teens 13 or older",7.51,83616,329,"Gallop","Adventure"
